546,US,B1,US 9488984 B1,172-667-337-641-595,2016-11-08,2016,US 201615072360 A,2016-03-17,US 201615072360 A 20160317,"Method, Device And System For Navigation Of An Autonomous Supply Chain Node Vehicle In A Storage Center Using Virtual Image-code Tape",WILLIAMS JEFF,,BHASKARAN RAVI,,MARTIN CHARLIE,WILLIAMS JEFF,,BHASKARAN RAVI,,MARTIN CHARLIE,https://lens.org/172-667-337-641-595,Granted Patent,yes,0,1,1,0,G05D1/0088,,G05D1/0246,,G05D1/0274,,G05D2201/0216,,G06K9/00805,,G06K9/20,,G06K9/2036,,G06K9/46,,G06K9/6202,,G06K2009/2045,,G06T7/20,,G06T2207/20081,,G06T2207/30241,,G06T2207/30261,,H04N5/23238,,H04N5/2354,,H04N5/247,,H04N5/332,G06K9/00,,G05D1/00,,G05D1/02,,G06K9/20,,G06K9/46,,G06K9/62,,G06T7/20,,G08G3/00,,H04N5/225,,H04N5/247,,H04N5/33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,WO,A2,WO 2008/152511 A2,176-911-187-684-561,2008-12-18,2008,IB 2008002173 W,2008-06-13,JP 2007159444 A 20070615,Autonomous Mobile Apparatus And Method Of Mobility,TOYOTA MOTOR CO LTD,,KITAHAMA KENICHI,KITAHAMA KENICHI,https://lens.org/176-911-187-684-561,Patent Application,yes,3,6,6,0,G05D1/0246,,A61H3/061,,A61H2201/5007,,A61H2201/5058,,A61H2201/5064,,G05D1/028,G05D1/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,WO,A1,WO 2015/127244 A1,072-359-824-591-812,2015-08-27,2015,US 2015/0016870 W,2015-02-20,US 201461942890 P 20140221,"Autonomous Underwater Vehicle With External, Deployable Payload",LOCKHEED CORP,SYLVIA RUSSELL M,,GORDON ROBERT P JR,,LEWIS MARTIN C,https://lens.org/072-359-824-591-812,Patent Application,yes,1,4,4,0,B63G8/001,,B63G8/08,,B63G8/22,,B63G2008/004,B63C11/00,,B63C11/48,,B63G8/00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549,US,A,US 6138604 A,073-637-977-962-905,2000-10-31,2000,US 8525698 A,1998-05-26,US 8525698 A 19980526,Pelagic Free Swimming Aquatic Vehicle,DRAPER LAB CHARLES S,ANDERSON JAMIE M,,KERREBROCK PETER A,,SEBELIUS PETER W,https://lens.org/073-637-977-962-905,Granted Patent,yes,42,1,1,0,B63G8/08,,B63H1/36,B63G8/08,,B63H1/36,114/332,,440/15,,114/337,,,"Triantafayllou et al., An Efficient Swimming Machine , Scientific American, Mar. 1995, pp. 40 48.;;Kumph, John Muir, The Design of a Free Swimming Robot Pike , Theisis, Massachusetts Institute of Technology, May 1996.;;Patton, Phil, Magazine of International Design, v.40, n.6, pp. 57 61 (Nov. 1996).;;Anderson et al., Concept Design of a Flexible Hull Unmanned Undersea Vehicle , Draper Lanboratory, May 25 30 1997.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550,US,A1,US 2011/0046784 A1,112-805-957-900-224,2011-02-24,2011,US 54312709 A,2009-08-18,US 54312709 A 20090818,Asymmetric Stereo Vision System,ANDERSON NOEL WAYNE,ANDERSON NOEL WAYNE,https://lens.org/112-805-957-900-224,Patent Application,yes,8,1,10,0,G05D1/0251,,G05D1/0227,,G05D1/0242,,G05D1/0255,,G05D1/0259,,G05D1/027,,G05D1/0272,,G05D1/0274,,G05D1/0278,,G05D2201/0203,,G05D2201/0204,,G05D2201/0208,,G05D2201/0215,,G06T7/593,,G06T2207/30252,G05B15/00,,G05D1/00,700/259,,701/28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551,US,B2,US 6975923 B2,091-479-226-440-235,2005-12-13,2005,US 67406603 A,2003-09-30,GB 0222692 A 20021001,,GB 0228348 A 20021205,Autonomous Vehicle Guidance On Or Near Airports,ROKE MANOR RESEARCH,SPRIGGS TIMOTHY JOHN,https://lens.org/091-479-226-440-235,Granted Patent,yes,16,2,6,0,G08G5/0013,,G08G5/0069,,G08G5/025,G08G5/02,700/245,,700/246,,700/250,,700/251,,700/254,,700/257,,700/626,,700/302,,701/200,,701/301,,701/208,,701/210,,701/213,,701/117,,701/45,,342/357.06,,342/357.13,,342/386,,342/357.08,,340/436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552,US,A1,US 2014/0379247 A1,046-695-962-597-745,2014-12-25,2014,US 201313925795 A,2013-06-24,US 201313925795 A 20130624,Use Of Environmental Information To Aid Image Processing For Autonomous Vehicles,GOOGLE INC,FERGUSON DAVID I,,LO WAN-YEN,https://lens.org/046-695-962-597-745,Patent Application,yes,7,15,15,0,B60W30/09,,B60W30/12,,B60W30/16,,B60W2420/42,,B60W2550/10,,G01C21/30,,G05D1/0088,,G06K9/00798,B60W30/09,701/301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,US,A1,US 2015/0153733 A1,027-139-685-058-930,2015-06-04,2015,US 201414547701 A,2014-11-19,JP 2013250030 A 20131203,Control Apparatus Of Vehicle,HONDA MOTOR CO LTD,OHMURA SHIGERU,,OSHIDA KEI,https://lens.org/027-139-685-058-930,Patent Application,yes,0,5,5,0,G05D1/0061,,A61B5/18,,B60K28/06,,B60K28/066,,B60W30/165,,B60W30/17,,B60W2040/0827,,B60W2040/0836,,B60W2040/0845,,B60W2540/26,,G05D1/0295,,G05D2201/0213,,G08G1/20,,G08G1/22,G05D1/00,,A61B5/18,,G05D1/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554,US,A1,US 2016/0026967 A1,194-532-807-325-432,2016-01-28,2016,US 201514804067 A,2015-07-20,DE 102014214624 A 20140725,Method For Assisting In Collection Of Goods By A Vehicle,FORD GLOBAL TECH LLC,SHAH JITENDRA,,RESS CHRISTIAN,,WOLTER STEFAN,https://lens.org/194-532-807-325-432,Patent Application,yes,0,5,5,0,G06Q10/083,,G05D1/0088,,G06Q10/08,,G07C9/00174,G06Q10/08,,G05D1/00,,G07C9/00,,,10.1109/oceans-bergen.2013.6608160,,10.1109/aero.2010.5446758,"A robotic camera arm for increased situational awareness in telepresent on-orbit servicing; Markus Wilde; Ulrich Walter; Aerospace Conference, 2010 IEEE; Year: 2010; Pages: 1 - 11, DOI: 10.1109/AERO.2010.5446758;;Station keeping of an Autonomous Surface Vehicle in surf zone; Edward Chen; Sheng-Wei Huang; Yu-Cheng Lin; Jen-Hwa Guo OCEANS - Bergen, 2013 MTS/IEEE; Year: 2013; Pages: 1 - 6, DOI: 10.1109/OCEANS-Bergen.2013.6608160",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555,US,A1,US 2016/0224027 A1,189-383-658-012-67X,2016-08-04,2016,US 201315029375 A,2013-11-05,JP 2013079808 W 20131105,Autonomous Mobile System,HITACHI LTD,YAMAMOTO KENJIRO,,ICHINOSE RYOKO,https://lens.org/189-383-658-012-67X,Patent Application,yes,0,3,3,0,G05D1/0212,,B60W30/09,,B60W30/0956,,B60W40/04,,B62D15/025,,G05D1/0088,G05D1/02,,G05D1/00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556,US,B1,US 8874267 B1,137-228-873-841-685,2014-10-28,2014,US 201414150901 A,2014-01-09,US 201213528122 A 20120620,Avoiding Blind Spots Of Other Vehicles,GOOGLE INC,DOLGOV DMITRI A,,URMSON CHRISTOPHER PAUL,https://lens.org/137-228-873-841-685,Granted Patent,yes,6,2,2,0,B60W30/095,,B60W10/00,,B60W30/00,,B60W30/08,,B60W30/09,,B60W30/0956,,B60W30/18163,,B60W50/0097,,B60W2550/10,,G08G1/16,,G08G1/166,,G08G1/167,G05D1/00,,G05B15/00,,G05B19/04,,G05B19/18,,G06F19/00,,G08G3/02,700/255,,701/26,,701/28,,701/519,,701/300,,701/301,,701/302,,701/93,,701/96,,700/253,,700/258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557,WO,A1,WO 1999/011802 A1,119-483-937-965-560,1999-03-11,1999,IL 9800419 W,1998-08-28,IL 12167697 A 19970901,Autonomous Parvovirus-based Vectors And Their Use,YEDA RES & DEV,,UNIV BEN GURION,,WINOCOUR ERNEST,,TAL JACOV,,CORSINI JOSEPH A,WINOCOUR ERNEST,,TAL JACOV,,CORSINI JOSEPH A,https://lens.org/119-483-937-965-560,Patent Application,yes,4,2,3,6,C12N15/86,,C12N2750/14343,C12N15/864,,7747462,,7853501,,8107203,,8755586,,9223459,,9371557,10.1006/VIRO.1995.1236,,10.1073/PNAS.93.15.7966,"J. CORSINI ET AL.: ""Direct integration of minute virus of mice DNA into episomes"", JOURNAL OF VIROLOGY, vol. 71, no. 12, 1997, pages 9008 - 9015, XP002088305;;F. DUPONT ET AL.: ""Use of an MVM-based vector for achieving selective killing of tumor cells"", GENE THERAPY, vol. 2, no. Suppl.1, 1995, pages abstract 86, XP002088306;;F. DUPONT ET AL.: ""Use of an MVM-based vector for achieving selective killing of human tumor cells"", CANCER GENE THERAPY, vol. 3, no. (6 Conf. Suppl), 1996, pages O-74, XP002088307;;F. DUPONT ET AL.: ""Use of an autonomous parvovirus vector for selective transfer of a foreign gene into transformed human cells of different tissue origins and its expression therein"", JOURNAL OF VIROLOGY, vol. 68, no. 3, 1994, pages 1397 - 1406, XP000608252;;J. CHRTISTENSEN ET AL.: ""Parvovirus intiation factor PIF: a novel human DNA-binding factor which coordinately recognizes two ACGT motifs"", JOURNAL OF VIROLOGY, vol. 71, no. 8, 1997, pages 5733 - 5741, XP002088308;;S.F. COTTMORE ET AL.: ""The NS1 polypeptide of the murine parvovirus MVM binds to DNA sequences containing the motif (ACCA)2-3"", JOURNAL OF VIROLOGY, vol. 69, no. 3, 1995, pages 1652 - 1660, XP002088309;;R.M. LINDEN ET AL.: ""The recombination signals for AAV site-specific integration"", PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES USA, vol. 93, 1996, pages 7966 - 7972, XP000608402;;J.P.F. NÜESCH ET AL.: ""Sequence motifs in the replicator protein of parvovirus MVM essential for nicking and covalent attachement to the viral origin: identification of the linking tyrosine"", VIROLOGY, vol. 209, 1995, pages 122 - 136, XP002088311",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558,WO,A1,WO 2012/013962 A1,057-907-501-362-960,2012-02-02,2012,GB 2011051403 W,2011-07-25,GB 201012733 A 20100729,,EP 10275079 A 20100729,Buoyancy Control In An Unmannned Underwater Vehicle,BAE SYSTEMS PLC,,TONGE ANDREW,TONGE ANDREW,https://lens.org/057-907-501-362-960,Patent Application,yes,6,1,3,0,B63G8/24,,B63C11/42,,B63G8/22,B63G8/22,,B63C11/42,,,,"NEWMAN JAMES B ET AL: ""TIBURON: DEVELOPMENT OF AN ROV FOR OCEAN SCIENCE RESEARCH"", OCEANS '94. 'OCEANS ENGINEERING FOR TODAY'S TECHNOLOGY AND TOMORROW'S PRESERVATION.' PROCEEDINGS BREST, FRANCE 13-16 SEPT. 1994, NEW YORK, NY, USA,IEEE, vol. 2, 13 September 1994 (1994-09-13), pages 483 - 488, XP007916853, ISBN: 978-0-7803-2056-7;;KIRKWOOD W J ET AL: ""Active variable buoyancy control system for MBARI's ROV"", OCEANS '94. 'OCEANS ENGINEERING FOR TODAY'S TECHNOLOGY AND TOMORROW'S PRESERVATION.' PROCEEDINGS BREST, FRANCE 13-16 SEPT. 1994, NEW YORK, NY, USA,IEEE, vol. 2, 13 September 1994 (1994-09-13), pages II/471 - II/476, XP010125044, ISBN: 978-0-7803-2056-7, DOI: DOI:10.1109/OCEANS.1994.364090",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559,US,B1,US 6272405 B1,003-983-165-056-678,2001-08-07,2001,US 34972199 A,1999-07-08,JP 20707198 A 19980708,Apparatus And Method For Guiding Vehicle Autonomously,FUJI HEAVY IND LTD,KUBOTA YOSUKE,https://lens.org/003-983-165-056-678,Granted Patent,yes,154,2,2,0,G01S19/49,,G01C21/12,,G01S19/41,,G01S19/48,,G05D1/0261,,G05D1/0278,,G05D2201/0201,,G05D2201/0202,,G05D2201/0208,A01B69/00,,A01M7/00,,G01C21/00,,G01C21/12,,G01S19/14,,G01S19/41,,G01S19/47,,G01S19/48,,G05D1/02,701/23,,701/26,,701/214,,342/357.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
560,US,A1,US 2014/0309836 A1,193-290-625-873-555,2014-10-16,2014,US 201414160524 A,2014-01-21,US 201361812639 P 20130416,Position Estimation And Vehicle Control In Autonomous Multi-vehicle Convoys,NEYA SYSTEMS LLC,OLLIS MARK DANIEL,https://lens.org/193-290-625-873-555,Patent Application,yes,6,3,3,0,B60W30/00,,G01C21/00,,G08G1/22,G08G1/00,701/25,,701/23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
561,US,A1,US 2013/0030606 A1,153-282-153-116-335,2013-01-31,2013,US 201113189846 A,2011-07-25,US 201113189846 A 20110725,Autonomous Convoying Technique For Vehicles,GM GLOBAL TECH OPERATIONS INC,,MUDALIGE UPALI PRIYANTHA,,ZENG SHUQING,MUDALIGE UPALI PRIYANTHA,,ZENG SHUQING,https://lens.org/153-282-153-116-335,Patent Application,yes,40,5,5,0,G08G1/22,,B60W2050/008,,B60W2550/402,,G05D1/0278,,G05D1/0293,,G05D1/0295,,G08G1/163,,G08G1/164,,G01S13/931,G05D1/02,701/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
562,US,A1,US 2014/0129073 A1,015-569-808-878-395,2014-05-08,2014,US 201213670103 A,2012-11-06,US 201213670103 A 20121106,Methods And Systems To Aid Autonomous Vehicles Driving Through A Lane Merge,GOOGLE INC,FERGUSON DAVID I,https://lens.org/015-569-808-878-395,Patent Application,yes,8,6,6,0,G05D1/00,,B60W30/12,,B60W30/18163,,B60W2550/302,,B60W2550/304,,B60W2550/306,,B60W2550/406,,B62D15/025,,B62D15/0255,G05D1/00,701/23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
563,US,A,US 6025790 A,061-262-126-338-123,2000-02-15,2000,US 12784398 A,1998-08-03,JP 20931997 A 19970804,Position Recognizing System Of Autonomous Running Vehicle,FUJI HEAVY IND LTD,SANEYOSHI KEIJI,https://lens.org/061-262-126-338-123,Granted Patent,yes,80,8,8,0,H04N13/0239,,G05D1/0251,,G05D2201/0213,,G06T7/70,,G06T2207/10012,,G06T2207/10021,,G06T2207/30252,,H04N13/0003,,H04N13/0055,,H04N13/0059,,H04N13/0246,,H04N13/0257,,H04N13/0296,,H04N2013/0081,,H04N2013/0085,,H04N2013/0096,G01C11/06,,G01B11/00,,G01C3/06,,G01C11/34,,G01C15/00,,G01C21/20,,G05D1/02,,G06T1/00,,G06T7/00,,H04N13/00,340/946,,244/189,,244/190,,244/17.11,,348/117,,348/144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
564,WO,A1,WO 2010/011436 A1,199-048-812-038-099,2010-01-28,2010,US 2009/0046934 W,2009-06-10,US 17886608 A 20080724,System And Method Of Passive And Autonomous Navigation Of Space Vehicles Using An Extended Kalman Filter,RAYTHEON CO,,VANCE LEONARD D,VANCE LEONARD D,https://lens.org/199-048-812-038-099,Patent Application,yes,6,3,3,0,B64G1/242,,B64G1/36,,B64G1/361,,G05D1/0883,B64G1/24,,B64G1/36,,G05D1/08,,,10.1016/0096-3003(94)90119-8,,10.2514/6.2007-6661,"PSIAKI M L: ""Absolute orbit and gravity determination using relative position measurements between two satellites"", COLLECTION OF TECHNICAL PAPERS (AIAA GUIDANCE, NAVIGATION, AND CONTROL CONFERENCE, AUGUST 20-23, 2007; HILTON HEAD, SC, US),, vol. 3, 20 August 2007 (2007-08-20), pages 3063 - 2078, XP009122475;;CICCI D A, BALLARD G H: ""Sensitivity of an Extended Kalman filter 1: Variation in the Number of Observers and Types of Observations"", APPLIED MATHEMATICS AND COMPUTATION, vol. 66, no. 2-3, December 1994 (1994-12-01), pages 233 - 246, XP002545245, ISSN: 0096-3003, Retrieved from the Internet <URL:http://portal.acm.org/citation.cfm?id=203731> [retrieved on 20090908];;BRAMMER R F: ""Real-Time Shipboard Orbit Determination Using Kalman Filtering Techniques"", IEEE TRANSACTIONS ON AEROSPACE AND ELECTRONIC SYSTEMS, vol. AES-10, no. 4, July 1974 (1974-07-01), pages 492 - 496, XP002545246, Retrieved from the Internet <URL:http://ieeexplore.ieee.org/search/wrapper.jsp?arnumber=4101255> [retrieved on 20090908]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
565,US,A1,US 2013/0131906 A1,100-446-957-121-792,2013-05-23,2013,US 201213678642 A,2012-11-16,US 201161560874 P 20111117,Steering Wheel Device For Indicating Required Supervisory Control Of A Vehicle And Method For Use,GM GLOBAL TECH OPERATIONS INC,GREEN CHARLES A,,SALINGER JEREMY A,,TSIMHONI OMER,,RAPHAEL ERIC L,https://lens.org/100-446-957-121-792,Patent Application,yes,17,6,9,0,G08G1/00,,B60K28/066,,B60W2540/22,,G05D1/0055,,G08B21/02,G08G1/00,701/23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566,US,A1,US 2009/0276111 A1,176-258-889-703-182,2009-11-05,2009,US 11501008 A,2008-05-05,US 11501008 A 20080505,Autonomous Ground Vehicle Control System For High-speed And Safe Operation,SOUTHWEST RES INST,WANG JUNMIN,,SURAMPUDI BAPIRAJU,,STEIBER JOE,https://lens.org/176-258-889-703-182,Patent Application,yes,14,2,2,0,G05D1/0278,,B60T8/17551,,B60T2250/03,,B60T2270/86,,B60W40/11,,B60W40/112,,B60W40/114,,B60W2550/402,,B60W2720/14,,G05D1/027,,G05D1/0891,,G05D2201/0213,G05D1/08,701/23,,701/41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
567,US,A1,US 2016/0200438 A1,166-690-630-483-483,2016-07-14,2016,US 201614989870 A,2016-01-07,US 201562101542 P 20150109,Package Delivery By Means Of An Automated Multi-copter Uas/uav Dispatched From A Conventional Delivery Vehicle,WORKHORSE GROUP INC,BOKENO ELLIOT T,,BORT JR THADDEUS M,,BURNS STEPHEN S,,RUCIDLO MARTIN,,WEI WEI,,WIRES DONALD L,https://lens.org/166-690-630-483-483,Patent Application,yes,3,1,1,0,B64D1/08,,B60L11/1809,,B60L2200/36,,B64C39/024,,B64C2201/042,,B64C2201/128,,B64C2201/141,,B64C2201/146,,B64C2201/208,,G05D1/102,B64D1/08,,B60L11/18,,B64C39/02,,G05D1/00,,G05D1/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
568,US,B1,US 9305223 B1,143-569-638-757-603,2016-04-05,2016,US 201313927248 A,2013-06-26,US 201313927248 A 20130626,Vision-based Indicator Signal Detection Using Spatiotemporal Filtering,GOOGLE INC,OGALE ABHIJIT,,FERGUSON DAVID IAN FRANKLIN,https://lens.org/143-569-638-757-603,Granted Patent,yes,0,3,3,0,G06K9/00791,,B60R1/00,,B60R2300/80,,G05D1/0088,,G05D1/0246,,G06K9/00825,,G06K9/4604,,G06K9/4652,,G06K9/4661,,H04N5/2353,G06K9/00,,,10.1109/ivs.2000.898354,,10.1109/tits.2010.2045375,,10.1109/cisda.2012.6291543,"Almagambetov, A. et al., ""Autonomous tracking of vehicle rear lights and detection of brakes and turn signals,"" Computational Intelligence for Security and Defence Applications (CISDA), 2012 IEEE Symposium Conference, Ottawa, ON, Jul. 11, 2012.;;O'Malley, R. et al., ""Rear-lamp vehicle detection and tracking in low exposure color video for night conditions,"" IEEE Transactions on Intelligent Transportation Systems 11(2) (2010a).;;Franke, U., ""Real-time Stereo Vision for Urban Trac Scene Understanding,"" IEEE Conference on Intelligent Vehicles 2000, Oct. 2000, Dearborn.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
569,WO,A1,WO 2011/160255 A1,058-953-594-267-340,2011-12-29,2011,CN 2010000919 W,2010-06-23,CN 2010000919 W 20100623,Vehicle Procession Control Through A Traffic Intersection,GM GLOBAL TECH OPERATIONS INC,,DENG BING,,DU JIANG,DENG BING,,DU JIANG,https://lens.org/058-953-594-267-340,Patent Application,yes,1,4,4,0,G08G1/00,,B60W30/165,,B60W30/18154,,B60W50/0098,,B60W2050/008,,B60W2550/408,,G08G1/07,B60W30/165,,B60W30/18,,G08G1/07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570,US,A1,US 2016/0347293 A1,149-474-967-895-165,2016-12-01,2016,US 201514720843 A,2015-05-25,US 201514720843 A 20150525,Autonomous Braking System And Autonomous Braking Method,AUTOMOTIVE RES & TESTING CENTER,CHEN SHUN-HUNG,,CHEN JIUN-JIE,,CHANG LIANG-CHENG,https://lens.org/149-474-967-895-165,Patent Application,yes,0,2,2,0,B60T7/22,,B60T8/172,,B60T2201/022,,B60T2201/03,,B60T2210/32,,B60T2210/36,B60T7/22,,B60T8/172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
